part_id,name,category,stud_x,stud_y,height_units,active
3023,Plate 1 x 2,Plates,1,2,1,true
98138,Tile Round 1 x 1,Tiles Round and Curved,1,1,1,true
3024,Plate 1 x 1,Plates,1,1,1,true
54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),Bricks Sloped,1,1,2/3,true
3069b,Tile 1 x 2 with Groove,Tiles,1,2,1,true
3710,Plate 1 x 4,Plates,1,4,1,true
25269,Tile Round 1 x 1 Quarter,Tiles Round and Curved,1,1,1,true
3070b,Tile 1 x 1 with Groove,Tiles,1,1,1,true
3004,Brick 1 x 2,Bricks,1,2,1,true
3005,Brick 1 x 1,Bricks,1,1,1,true
3020,Plate 2 x 4,Plates,2,4,1,true
3022,Plate 2 x 2,Plates,2,2,1,true
15573,Plate Special 1 x 2 with 1 Stud with Groove and Inside Stud Holder (Jumper),Plates Special,1,2,1,true
3623,Plate 1 x 3,Plates,1,3,1,true
3021,Plate 2 x 3,Plates,2,3,1,true
3666,Plate 1 x 6,Plates,1,6,1,true
85984,Slope 30° 1 x 2 x 2/3,Bricks Sloped,1,2,2/3,true
85861,Plate Round 1 x 1 with Open Stud,Plates Round Curved and Dishes,1,1,1,true
3010,Brick 1 x 4,Bricks,1,4,1,true
2431,Tile 1 x 4 with Groove,Tiles,1,4,1,true
11477,Slope Curved 2 x 1 No Studs [1/2 Bow],Bricks Curved,2,1,1,true
2420,Plate 2 x 2 Corner,Plates,2,2,1,true
15068,Slope Curved 2 x 2 x 2/3,Bricks Curved,2,2,2/3,true
24866,"Plant, Flower, Plate Round 1 x 1 with 5 Petals",Plants & Trees,1,1,1,true
3001,Brick 2 x 4,Bricks,2,4,1,true
3003,Brick 2 x 2,Bricks,2,2,1,true
3062b,Brick Round 1 x 1 Open Stud,Bricks Round and Cones,1,1,1,true
3068b,Tile 2 x 2 with Groove,Tiles,2,2,1,true
87079,Tile 2 x 4 with Groove,Tiles,2,4,1,true
3795,Plate 2 x 6,Plates,2,6,1,true
6636,Tile 1 x 6 with Groove,Tiles,1,6,1,true
3622,Brick 1 x 3,Bricks,1,3,1,true
87580,Plate Special 2 x 2 with Groove and Center Stud (Jumper),Plates Special,2,2,1,true
63864,Tile 1 x 3,Tiles,1,3,1,true
3460,Plate 1 x 8,Plates,1,8,1,true
15712,Tile Special 1 x 1 with Clip with Rounded Edges,Tiles Special,1,1,1,true
87087,Brick Special 1 x 1 with Stud on 1 Side,Bricks Special,1,1,1,true
35480,Plate Special 1 x 2 Rounded with 2 Open Studs,Plates Round Curved and Dishes,1,2,1,true
99780,Bracket 1 x 2 - 1 x 2 Inverted,Plates Special,1,2,1,true
99207,Bracket 1 x 2 - 2 x 2 Inverted,Plates Special,1,2,1,true
3941,Brick Round 2 x 2 with Axle Hole,Bricks Round and Cones,2,2,1,true
4070,Brick Special 1 x 1 with Headlight,Bricks Special,1,1,1,true
22885,Brick Special 1 x 2 x 1 2/3 with 4 Studs on 1 Side,Bricks Special,1,2,1,true
3009,Brick 1 x 6,Bricks,1,6,1,true
11211,Brick Special 1 x 2 with 2 Studs on 1 Side,Bricks Special,1,2,1,true
32028,Plate Special 1 x 2 with Door Rail,Plates Special,1,2,1,true
4589,Cone 1 x 1 [No Top Groove],Bricks Round and Cones,1,1,1,true
6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,Bricks Curved,1,2,1,true
20482,Tile Round 1 x 1 with Hollow Bar,Tiles Special,1,1,1,true
33909,Plate Special 2 x 2 with Only 2 studs,Plates Special,2,2,1,true
4162,Tile 1 x 8 with Groove,Tiles,1,8,1,true
2357,Brick 2 x 2 Corner,Bricks,2,2,1,true
98283,Brick Special 1 x 2 with Masonry Brick Profile,Bricks Special,1,2,1,true
99206,Plate Special 2 x 2 x 2/3 with Two Studs On Side and Two Raised,Plates Special,2,2,2/3,true
3034,Plate 2 x 8,Plates,2,8,1,true
2877,Brick Special 1 x 2 with Grille,Bricks Special,1,2,1,true
99563,Tile Special 1 x 2 with Sloped Walls AKA Money / Gold Bar [Ingot],Tiles Special,1,2,1,true
44728,Bracket 1 x 2 - 2 x 2,Plates Special,1,2,1,true
32952,Brick Special 1 x 1 x 1 2/3 with Studs on 1 Side,Bricks Special,1,1,1,true
30136,Brick Special 1 x 2 Palisade [aka Log],Bricks Special,1,2,1,true
3660,"Slope Inverted 45° 2 x 2 [Ovoid Bottom Pin, Bar-sized Stud Holes]",Bricks Sloped,2,2,1,true
41740,Plate Special 1 x 4 with 2 Studs with Groove [New Underside],Plates Special,1,4,1,true
92280,Plate Special 1 x 2 [Top Clip],Plates Special,1,2,1,true
3665,Slope Inverted 45° 2 x 1,Bricks Sloped,2,1,1,true
3700,Technic Brick 1 x 2 [1 Pin Hole],Technic Bricks,1,2,1,false
27925,"Tile 2 x 2 Curved, Macaroni",Tiles Round and Curved,2,2,1,true
3039,Slope 45° 2 x 2,Bricks Sloped,2,2,1,true
2654,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],Plates Round Curved and Dishes,2,2,1,true
92946,Slope 45° 2 x 1 with 2/3 Cutout [Original Version],Bricks Sloped,2,1,1,true
24246,Tile Round 1 x 1 Half Circle,Tiles Round and Curved,1,1,1,true
26603,Tile 2 x 3,Tiles,2,3,1,true
99781,Bracket 1 x 2 - 1 x 2,Plates Special,1,2,1,true
26601,Wedge Plate 2 x 2 Cut Corner,Plates Angled,2,2,1,false
93273,Slope Curved 4 x 1 Double with No Studs,Bricks Curved,4,1,1,true
60478,Plate Special 1 x 2 with Handle on End [Closed Ends],Plates Special,1,2,1,true
32607,"Plant, Plate 1 x 1 Round with 3 Leaves",Plants & Trees,1,1,1,true
63868,Plate Special 1 x 2 with Clip Horizontal on End,Plates Special,1,2,1,true
4477,Plate 1 x 10,Plates,1,10,1,true
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,Bricks,1,2,2,true
48336,Plate Special 1 x 2 [Side Handle Closed Ends],Plates Special,1,2,1,true
61252,Plate Special 1 x 1 with Clip Horizontal [Thick Open O Clip],Plates Special,1,1,1,true
3031,Plate 4 x 4,Plates,4,4,1,true
49307,"Brick Curved 1 x 1 x 2/3 Double Curved Top, No Studs",Bricks Curved,1,1,2/3,true
50950,Slope Curved 3 x 1 No Studs,Bricks Curved,3,1,1,true
24201,Slope Curved 2 x 1 Inverted,Bricks Curved,2,1,1,true
18674,Plate Special Round 2 x 2 with Center Stud (Jumper Plate),Plates Special,2,2,1,true
28192,Slope 45° 2 x 1 with 2/3 Inverted Cutout and no stud,Bricks Sloped,2,1,1,true
30414,Brick Special 1 x 4 with 4 Studs on One Side,Bricks Special,1,4,1,true
3002,Brick 2 x 3,Bricks,2,3,1,true
26047,Plate Special 1 x 1 Rounded with Handle,Plates Special,1,1,1,true
34103,Plate Special 1 x 3 with 2 Studs with Groove and Inside Stud Holder (Jumper),Plates Special,1,3,1,true
61409,Slope 18° 2 x 1 x 2/3 with 4 Slots / Grate,Bricks Sloped,2,1,2/3,true
32828,Plate Round 1 x 1 with Hollow Stud and Horizontal Bar 1L,Plates Special,1,1,1,true
6541,Technic Brick 1 x 1 with Pin Hole,Technic Bricks,1,1,1,false
3032,Plate 4 x 6,Plates,4,6,1,true
3008,Brick 1 x 8,Bricks,1,8,1,true
32523,Technic Beam 1 x 3 Thick,Technic Beams,1,3,1,false
36840,Bracket 1 x 1 - 1 x 1 Inverted,Plates Special,1,1,1,true
11476,Plate Special 1 x 2 with Clip Horizontal on Side,Plates Special,1,2,1,true
32803,Slope Curved 2 x 2 x 2/3 Inverted,Bricks Curved,2,2,2/3,true
60483,Technic Beam 1 x 2 Thick with Pin Hole and Axle Hole,Technic Beams,1,2,1,false
60592,Window 1 x 2 x 2 Flat Front,Windows and Doors,1,2,2,true
32316,Technic Beam 1 x 5 Thick,Technic Beams,1,5,1,false
14769,Tile Round 2 x 2 with Bottom Stud Holder,Tiles Round and Curved,2,2,1,true
2540,Plate Special 1 x 2 Side Handle [Free Ends],Plates Special,1,2,1,true
3832,Plate 2 x 10,Plates,2,10,1,true
32140,Technic Beam 2 x 4 L-Shape Thick,Technic Beams,2,4,1,false
29120,Slope Curved 2 x 1 with Stud Notch Left,Bricks Curved,2,1,1,true
32000,Technic Brick 1 x 2 [2 Pin Holes],Technic Bricks,1,2,1,false
60479,Plate 1 x 12,Plates,1,12,1,true
14719,Tile 2 x 2 Corner,Tiles,2,2,1,true
32524,Technic Beam 1 x 7 Thick,Technic Beams,1,7,1,false
11212,Plate 3 x 3,Plates,3,3,1,true
2456,Brick 2 x 6,Bricks,2,6,1,true
4286,Slope 33° 3 x 1,Bricks Sloped,3,1,1,true
61678,Slope Curved 4 x 1 No Studs [Stud Holder with Asymmetric Ridges],Bricks Curved,4,1,1,true
27263,Tile Special 2 x 2 Corner with Cut Corner - Facet,Tiles Special,2,2,1,true
29119,Slope Curved 2 x 1 with Stud Notch Right,Bricks Curved,2,1,1,true
18677,Plate Special 1 x 2 with Pin Hole Underneath,Plates Special,1,2,1,true
41677,Technic Beam 1 x 2 Thin,Technic Beams,1,2,1,false
4740,Dish 2 x 2 Inverted [Radar],Plates Round Curved and Dishes,2,2,1,true
60601,Glass for Window 1 x 2 x 2 Flat,Windows and Doors,1,2,2,true
32526,Technic Beam 3 x 5 L-Shape Thick,Technic Beams,3,5,1,false
36841,Bracket 1 x 1 - 1 x 1,Plates Special,1,1,1,true
87552,Panel 1 x 2 x 2 [Side Supports / Hollow Studs],Panels,1,2,2,true
85080,Brick Round Corner 2 x 2 Macaroni with Stud Notch and Reinforced Underside [New Style],Bricks Round and Cones,2,2,1,true
60474,Plate Round 4 x 4 with Pin Hole,Plates Round Curved and Dishes,4,4,1,true
26604,Brick Special 1 x 1 with Studs on 2 Adjacent Sides,Bricks Special,1,1,1,true
11458,Plate Special 1 x 2 with Pin Hole on Top,Plates Special,1,2,1,true
3937,Hinge Brick 1 x 2 Base,"Hinges, Arms and Turntables",1,2,1,true
35787,Tile 45° Cut 2 x 2 (Triangle),Tiles Special,2,2,1,true
60481,Slope 65° 2 x 1 x 2,Bricks Sloped,2,1,2,true
2450,Wedge Plate 3 x 3 Cut Corner,Plates Angled,3,3,1,false
14716,Brick 1 x 1 x 3,Bricks,1,1,3,true
15535,Tile Round 2 x 2 with Hole,Tiles Special,2,2,1,true
3035,Plate 4 x 8,Plates,4,8,1,true
3701,Technic Brick 1 x 4 [3 Pin Holes],Technic Bricks,1,4,1,false
64644,"Equipment Telescope / Torch / Spyglass, Support Round 1 x 1 x 1 2/3",Minifig Accessories,1,1,1,false
37352,Brick Curved 1 x 2 x 1 No Studs,Bricks Curved,1,2,1,true
2436,Bracket 1 x 2 - 1 x 4 [Square Corners],Plates Special,1,2,1,true
2445,Plate 2 x 12,Plates,2,12,1,true
6005,Brick Arch 1 x 3 x 2 Curved Top,Bricks Curved,1,3,2,true
22388,Slope 45° 1 x 1 x 2/3 Quadruple Convex [Pyramid],Bricks Sloped,1,1,2/3,true
14704,Plate Special 1 x 2 5.9mm Centre Side Towball Socket,Plates Special,1,2,1,true
11203,Tile Special 2 x 2 Inverted,Tiles Special,2,2,1,true
43722,Wedge Plate 3 x 2 Right,Plates Angled,3,2,1,false
40490,Technic Beam 1 x 9 Thick,Technic Beams,1,9,1,false
3065,Brick 1 x 2 without Bottom Tube,Bricks,1,2,1,true
43723,Wedge Plate 3 x 2 Left,Plates Angled,3,2,1,false
24309,Slope Curved 3 x 2 No Studs,Bricks Curved,3,2,1,true
22385,Tile Special 2 x 3 Pentagonal,Tiles Special,2,3,1,true
4282,Plate 2 x 16,Plates,2,16,1,true
3958,Plate 6 x 6,Plates,6,6,1,true
30357,Plate Round Corner 3 x 3,Plates Round Curved and Dishes,3,3,1,true
49668,Plate Special 1 x 1 with Tooth,Plates Special,1,1,1,true
4599b,Tap 1 x 1 without Hole in Spout,Minifig Accessories,1,1,1,false
6134,Hinge Brick 2 x 2 Top Plate Thin,"Hinges, Arms and Turntables",2,2,1,true
32278,Technic Beam 1 x 15 Thick,Technic Beams,1,15,1,false
6632,Technic Beam 1 x 3 Thin,Technic Beams,1,3,1,false
41770,Wedge Plate 4 x 2 Left,Plates Angled,4,2,1,false
3037,Slope 45° 2 x 4,Bricks Sloped,2,4,1,true
41769,Wedge Plate 4 x 2 Right,Plates Angled,4,2,1,false
69729,Tile 2 x 6,Tiles,2,6,1,true
2432,Tile Special 1 x 2 with Handle,Tiles Special,1,2,1,true
32525,Technic Beam 1 x 11 Thick,Technic Beams,1,11,1,false
3659,Brick Arch 1 x 4,Bricks Curved,1,4,1,true
41682,Bracket 2 x 2 with 1 x 2 Vertical Studs,Plates Special,2,2,1,true
47457,Brick Curved 2 x 2 x 2/3 Two Studs and Curved Slope End,Bricks Curved,2,2,2/3,true
93274,Bracket 1 x 2 - 2 x 4,Plates Special,1,2,1,true
27507,"Tile 4 x 4 Curved, Macaroni",Tiles Round and Curved,4,4,1,true
3036,Plate 6 x 8,Plates,6,8,1,true
24299,Wedge Plate 2 x 2 Left,Plates Angled,2,2,1,false
15070,Plate Special 1 x 1 with Vertical Tooth,Plates Special,1,1,1,true
87620,Wedge 2 x 2 Facet,Bricks Wedged,2,2,1,true
93606,Slope Curved 4 x 2 No Studs,Bricks Curved,4,2,1,true
24307,Wedge Plate 2 x 2 Right,Plates Angled,2,2,1,false
14417,Plate Special 1 x 2 with 5.9mm Centre Side Towball,Plates Special,1,2,1,true
88072,Plate Special 1 x 2 with Bar Up [Horizontal Arm 5mm],Plates Special,1,2,1,true
30565,Plate Round Corner 4 x 4,Plates Round Curved and Dishes,4,4,1,true
18653,Brick Arch 1 x 3 x 2 Inverted [Inside Bow],Bricks Curved,1,3,2,true
44865,Brick Special 1 x 2 with Pin - Bottom Stud Holder,Bricks Special,1,2,1,true
3007,Brick 2 x 8,Bricks,2,8,1,true
3176,"Plate Special 3 x 2 with Rounded End, Hole",Plates Special,3,2,1,true
2423,"Plant, Leaves 4 x 3",Plants & Trees,4,3,1,true
30153,Rock 1 x 1 Jewel / Gem 24 Facet,Rock,1,1,1,true
10247,Plate Special 2 x 2 with 1 Pin Hole [Complete Underside Rib],Plates Special,2,2,1,true
3298,Slope 33° 3 x 2,Bricks Sloped,3,2,1,true
54657,"Hinge Plate 1 x 2 Locking with 2 Fingers On End, without Groove, 7 Teeth","Hinges, Arms and Turntables",1,2,1,true
20310,Brick Special 1 x 1 with Scroll with Open Stud,Bricks Special,1,1,1,true
3747b,Slope Inverted 33° 3 x 2 [Connections between Studs],Bricks Sloped,3,2,1,true
51739,Wedge Plate 2 x 4,Plates Angled,2,4,1,false
73825,Bracket 1 x 1 - 1 x 2 Inverted,Plates Special,1,1,1,true
60596,Door Frame 1 x 4 x 6 Type 2,Windows and Doors,1,4,6,true
2465,Brick 1 x 16,Bricks,1,16,1,true
14418,Plate Special 1 x 2 5.9mm Towball Socket,Plates Special,1,2,1,true
15470,Plate Round 1 x 1 Swirled Top,Plates Round Curved and Dishes,1,1,1,true
35464,Slope Double 45° 1 x 1,Bricks Sloped,1,1,1,true
13547,Slope Curved 4 x 1 Inverted,Bricks Curved,4,1,1,true
13965,Brick Arch 1 x 3 x 3 [Gothic],Bricks Curved,1,3,3,true
92947,Brick Round 2 x 2 [Grill],Bricks Round and Cones,2,2,1,true
11478,Technic Beam 1 x 5 Thin with Axle Holes on Ends,Technic Beams,1,5,1,false
88646,Plate Special 3 x 4 with 1 x 4 Center Studs [Plain],Plates Special,3,4,1,true
6112,Brick 1 x 12,Bricks,1,12,1,true
3033,Plate 6 x 10,Plates,6,10,1,true
41239,Technic Beam 1 x 13 Thick,Technic Beams,1,13,1,false
23969,Panel 1 x 2 x 1 with Rounded Corners and 2 Sides,Panels,1,2,1,true
6111,Brick 1 x 10,Bricks,1,10,1,true
4733,Brick Special 1 x 1 Studs on 4 Sides,Bricks Special,1,1,1,true
87544,Panel 1 x 2 x 3 [Side Supports / Hollow Studs],Panels,1,2,3,true
60484,Technic Beam 3 x 3 T-Shape Thick,Technic Beams,3,3,1,false
6231,Panel 1 x 1 x 1 Corner,Panels,1,1,1,true
4490,Brick Arch 1 x 3,Bricks Curved,1,3,1,true
48092,Brick Round Corner 4 x 4 Macaroni Wide with 3 Studs,Bricks Round and Cones,4,4,1,true
18980,Plate Round Corners 2 x 6 Double,Plates Round Curved and Dishes,2,6,1,true
60477,Slope 18° 4 x 1,Bricks Sloped,4,1,1,true
6014b,Wheel 11 x 12 with Hole Notched for Wheels Holder Pin,Wheels and Tyres,11,12,1,false
3030,Plate 4 x 10,Plates,4,10,1,true
30503,Wedge Plate 4 x 4 Cut Corner,Plates Angled,4,4,1,false
55981,"Wheel 18 x 14 with Pin Hole, Fake Bolts and Shallow Spokes",Wheels and Tyres,18,14,1,false
88292,Brick Arch 1 x 3 x 2,Bricks Curved,1,3,2,true
11215,"Bracket 5 x 2 x 1 1/3 with Holes, Pin Bottom",Bricks Special,5,2,1,true
73562,Bracket 3 x 2 x 1 1/3 with Bottom Stud Holder,Bricks Special,3,2,1,true
60581,Panel 1 x 4 x 3 [Side Supports / Hollow Studs],Panels,1,4,3,true
3029,Plate 4 x 12,Plates,4,12,1,true
32124,"Technic Plate 1 x 5 with Smooth Ends, 4 Studs and Centre Axle Hole",Technic Special,1,5,1,false
15571,Slope 45° 2 x 1 Triple with Inside Stud Holder,Bricks Sloped,2,1,1,true
25214,Brick Round 1 x 1 diameter Tube with 90 Degree Elbow (2 x 2 x 1) and Axle Holes (Crossholes) at each end,Bricks Round and Cones,1,1,1,true
2417,"Plant, Leaves 6 x 5",Plants & Trees,6,5,1,true
4624,Wheel 8 x 6,Wheels and Tyres,8,6,1,false
13548,Wedge Sloped 45° 2 x 2 Corner,Bricks Wedged,2,2,1,true
3709,Technic Plate 2 x 4 [3 Holes],Plates Special,2,4,1,true
3045,Slope 45° 2 x 2 Double Convex,Bricks Sloped,2,2,1,true
32449,Technic Beam 1 x 4 Thin,Technic Beams,1,4,1,false
2449,Slope Inverted 75° 2 x 1 x 3,Bricks Sloped,2,1,3,true
88930,"Slope Brick Curved 2 x 4 x 2/3 No Studs, with Bottom Tubes",Bricks Curved,2,4,2/3,true
4079b,Seat / Chair 2 x 2 with Center Sprue Mark,Transportation - Land,2,2,1,true
54383,Wedge Plate 6 x 3 Right,Plates Angled,6,3,1,false
58176,Light Cover 1 x 1 Round with Internal Bar / Bionicle Barraki Eye,"Bars, Ladders and Fences",1,1,1,true
14395,"Brick Arch 1 x 5 x 4 [Continuous Bow, Raised Underside Cross Supports]",Bricks Curved,1,5,4,true
91988,Plate 2 x 14,Plates,2,14,1,true
15533,Brick Special 1 x 4 with Masonry Brick Profile,Bricks Special,1,4,1,true
92950,Brick Arch 1 x 6 Raised Arch,Bricks Curved,1,6,1,true
22888,Plate Round Half 4 x 8,Plates Round Curved and Dishes,4,8,1,true
73230,Technic Brick 1 x 1 with Axle Hole,Technic Bricks,1,1,1,false
6179,Plate Special 4 x 4 with Studs on One Edge [Plain],Plates Special,4,4,1,true
3894,Technic Brick 1 x 6 [5 Pin Holes],Technic Bricks,1,6,1,false
60593,Window 1 x 2 x 3 Flat Front,Windows and Doors,1,2,3,true
6003,Plate Round Corner 6 x 6,Plates Round Curved and Dishes,6,6,1,true
