part_id,name,category,stud_x,stud_y,height_units,active
50862,Wheel Centre 15 x 6 City Motorcycle with Stub Axles,Wheels and Tyres,15,6,1,false
30150,Box / Crate with Handholds 3 x 4 x 1 2/3,Containers,3,4,1,true
48208,Wedge Plate 6 x 4 Left,Plates Angled,6,4,1,false
45677,Slope Curved 4 x 4 x 2/3 Triple Curved with 2 Studs,Bricks Curved,4,4,2/3,true
30046,Window 1 x 2 x 2 2/3 Pane Lattice Diamond with Rounded Top,Windows and Doors,1,2,2,true
71752,Plate Special 2 x 2 x 2/3 with Axle Hole and Grill on Sides (Haybale),Plates Special,2,2,2/3,true
44568,Hinge Plate 1 x 4 Locking Dual 1 Finger,"Hinges, Arms and Turntables",1,4,1,true
61254,Tyre Offset Tread with Center Band 23 x 7,Wheels and Tyres,23,7,1,false
32555,Technic Brick 5 x 5 Right Angle (1 x 4 - 1 x 4),Technic Bricks,5,5,1,false
48205,Wedge Plate 6 x 4 Right,Plates Angled,6,4,1,false
4175,Plate Special 1 x 2 with Ladder,Plates Special,1,2,1,true
24119,Technic Panel Curved 7 x 3 with 2 Pin Holes through Panel Surface,Technic Panels,7,3,1,false
64570,Bracket 2 x 6 - 1 x 6 Inverted,Plates Special,2,6,1,true
32059,Wedge Plate 4 x 6 Cut Corners,Plates Angled,4,6,1,false
15397,Plate 3 x 3 Cross,Plates,3,3,1,true
4863,"Window 1 x 4 x 2 Plane, Solid Studs",Windows and Doors,1,4,2,true
3940b,Support Round 2 x 2 x 2 Stand with Reach-Through Center Hole,"Supports, Girders and Cranes",2,2,2,true
43710,Wedge Sloped 4 x 2 Triple Left,Bricks Wedged,4,2,1,true
3027,Plate 6 x 16,Plates,6,16,1,true
67810,"Brick Curved 2 x 2 x 1 1/3 Curved Top, Corner",Bricks Curved,2,2,1,true
60212,"Wheel Arch, Mudguard 2 x 4 Studded with Hole",Transportation - Land,2,4,1,true
92409,Tyre 17.5 x 6 with Shallow Staggered Treads and Middle Band,Wheels and Tyres,5,6,1,false
71708,Technic Beam 2 x 3 L-Shape with Quarter Ellipse Thick,Technic Beams,2,3,1,false
32932,Fence 1 x 4 x 2 Ornamental Asian Lattice Square with 4 Studs,"Bars, Ladders and Fences",1,4,2,true
66789,Plate Round Corners 6 x 6 x 2/3 Circle with Reduced Knobs,Plates Round Curved and Dishes,6,6,2/3,true
2825,Technic Beam 1 x 4 Thin with Stud Connector,Technic Beams,1,4,1,false
6187,Bar 1 x 4 x 2,"Bars, Ladders and Fences",1,4,2,true
3676,Slope Inverted 45° 2 x 2 Double Convex,Bricks Sloped,2,2,1,true
4595,Brick Special 1 x 2 x 2/3 with Studs on Sides,Bricks Special,1,2,2/3,true
3185,Fence Lattice 1 x 4 x 2,"Bars, Ladders and Fences",1,4,2,true
93604,Slope Curved 3 x 4 x 2/3 Triple Curved with 2 Sunk Studs,Bricks Curved,3,4,2/3,true
24116,Technic Panel Curved and Bent 6 x 3,Technic Panels,6,3,1,false
32324,Technic Brick 4 x 4 with 2 x 2 Opening,Technic Bricks,4,4,1,false
6020,Bar 7 x 3 with Double Clips (Ladder) [Straight Clips],"Bars, Ladders and Fences",7,3,1,true
32249,Technic Beam 3 x 3 L-Shape with Quarter Ellipse Thin,Technic Beams,3,3,1,false
43713,Wedge Curved Inverted 6 x 4,Bricks Wedged,6,4,1,true
72454,"Slope Inverted 45° 4 x 4 Double with 4 x 2 Recessed, 2 Holes",Bricks Sloped,4,4,1,true
87617,Cylinder 1 x 5 1/2 with Handle (Friction Cylinder),"Bars, Ladders and Fences",1,5,1,true
43056,Hinge Plate 2 x 4 with Pin Hole with 2 Holes - Bottom,"Hinges, Arms and Turntables",2,4,1,true
63082,"Plate Special 2 x 2 with Towball Socket, Short, Flattened with Holes and Axle Hole in Center",Plates Special,2,2,1,true
30586,Plate Special 2 x 8 with Door Rail,Plates Special,2,8,1,true
60607,Window 1 x 2 x 3 Pane Latticed with Thick Corner Tabs,Windows and Doors,1,2,3,true
11291,Wedge Curved 3 x 4 x 2/3 Cutout,Bricks Wedged,3,4,2/3,true
73507,Technic Beam 1 x 11 Thick with Alternating Holes,Technic Beams,1,11,1,false
4533,Cupboard 2 x 3 x 2 Door,Containers,2,3,2,true
14413,Wedge 4 x 4 Facet,Bricks Wedged,4,4,1,true
18759,Slope Inverted 45° 3 x 1 Double with 2 Blocked Open Studs,Bricks Sloped,3,1,1,true
38583,Brick Special Arch 1 x 2 Jumper,Bricks Curved,1,2,1,true
95188,Brick Round Corner 6 x 6 with 33° Slope and Facet Cutout,Bricks Round and Cones,6,6,1,true
24593,Cylinder Half 2 x 4 x 2 with 1 x 2 Cutout,Bricks Round and Cones,2,4,2,true
61072,Plate Special 1 x 4 with Angled Tubes,Plates Special,1,4,1,true
67095,Tile Round 3 x 3,Tiles Round and Curved,3,3,1,true
92692,Plate Special 1 x 2 with Angled Handles on Side,Plates Special,1,2,1,true
18976,Wheel 18 x 12 with Axle Hole and Stud,Wheels and Tyres,18,12,1,false
55615,Technic Pin Connector Hub Perpendicular 3 x 3 Bent with 4 Pins (Pin Ridges Across Part),Technic Connectors,3,3,1,false
47755,"Wheel Arch, Curved Wedge 4 x 3 with 2 x 2 Opening and 4 Studs",Transportation - Land,4,3,1,true
41748,"Wedge Curved 6 x 2 Left, Inner Ridges",Bricks Wedged,6,2,1,true
62361,"Wheel Arch, Mudguard, 1 1/2 x 6 x 1 [Arch Extended]",Transportation - Land,2,6,1,true
6259,Cylinder Half 2 x 4 x 4,Bricks Round and Cones,2,4,4,true
33492,Cone 1 1/2 x 1 1/2 x 2/3,Bricks Round and Cones,2,1,1,true
56890,Tyre 24 x 12 R Balloon,Wheels and Tyres,24,12,1,false
51239,Window Frame 1 x 3 x 3,Windows and Doors,1,3,3,true
41747,"Wedge Curved 6 x 2 Right, Inner Ridges",Bricks Wedged,6,2,1,true
43711,Wedge Sloped 4 x 2 Triple Right,Bricks Wedged,4,2,1,true
79987,Plate Special 1 x 3 with 2 Clips on Top,Plates Special,1,3,1,true
6233,Cone 3 x 3 x 2,Bricks Round and Cones,3,3,2,true
3685,Slope 75° 2 x 2 x 3 Double Convex,Bricks Sloped,2,2,3,true
99784,Bar 1 x 12 with 1 x 2 Plate End with Hollow Studs and 1 x 1 Round Plate End,"Bars, Ladders and Fences",1,12,1,true
53540,"Brick Special 1 x 2 with 2 Pins, Square Pin Holes",Bricks Special,1,2,1,true
6183,Brick Arch 1 x 6 x 2 Curved Top,Bricks Curved,1,6,2,true
4735,Bar 1 x 3 [Clip / Anti-Stud],"Bars, Ladders and Fences",1,3,1,true
41854,Mudguard 2 x 4 with 2 x 2 Studs and Flared Wings,Transportation - Land,2,4,1,true
19121,Fence Ornamented 1 x 4 x 2 with 4 Studs,"Bars, Ladders and Fences",1,4,2,true
3956,Bracket 2 x 2 - 2 x 2,Plates Special,2,2,1,true
47753,Wedge Curved 4 x 4 No Top Studs,Bricks Wedged,4,4,1,true
93594,Wheel 11 x 6 with Smooth Hubcap,Wheels and Tyres,11,6,1,false
50943,Engine / Air Scoop 2 x 2,Transportation - Land,2,2,1,true
6190,"Bar 1 x 3 (Radio Handle, Phone Handset)","Bars, Ladders and Fences",1,3,1,true
47847,Rock Panel 2 x 4 x 6,Rock,2,4,6,true
35442,Plate Special 2 x 2 Splat Gear with 6 Teeth,Plates Special,2,2,1,true
30505,Wedge 3 x 3 Cut Corner,Bricks Wedged,3,3,1,true
30151b,"Brick Round 2 x 2 x 1 2/3 Dome Top, Hollow Stud",Bricks Round and Cones,2,2,1,true
6222,Brick Round 4 x 4 with 4 Side Pin Holes and Center Axle Hole,Bricks Round and Cones,4,4,1,true
40066,Panel 1 x 6 x 7 with 2 Columns and Arch,Panels,1,6,7,true
21229,Fence Spindled 4 x 4 x 2 Quarter Round with 3 Studs,"Bars, Ladders and Fences",4,4,2,true
15092,Plate 2 x 2 with 2 Pins,Plates Special,2,2,1,true
60623,Door 1 x 4 x 6 with 4 Panes and Stud Handle,Windows and Doors,1,4,6,true
60608,Window 1 x 2 x 3 Pane with Thick Corner Tabs,Windows and Doors,1,2,3,true
35789,"Wheel Arch, Mudguard 4 x 2 x 2 1/2",Transportation - Land,4,2,2,true
30355,Wedge Plate 6 x 12 Left,Plates Angled,6,12,1,false
48170,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Ball Half [Horizontal Top]",Technic Special,2,2,1,false
35654,"Grille Bar 1 x 4 x 1 2/3 Bull Bar, Rounded",Transportation - Land,1,4,1,true
42862,Wedge Sloped 45° 3 x 3 Left,Bricks Wedged,3,3,1,true
48165,Wedge Sloped 45° 3 x 3 Right,Bricks Wedged,3,3,1,true
2926,Plate Special 1 x 4 with Wheels Holder,Plates Special,1,4,1,true
30356,Wedge Plate 6 x 12 Right,Plates Angled,6,12,1,false
32017,Technic Beam 1 x 5 Thin,Technic Beams,1,5,1,false
89201,"Tyre 24 x 14 Shallow Tread (Tread Small Hub), Band Around Center of Tread",Wheels and Tyres,24,14,1,false
60208,"Wheel 31 x 15 Technic, 7 Pin Holes",Wheels and Tyres,31,15,1,false
57697,Hinge Cylinder 1 x 3 Locking with 1 Finger and Technic Friction Pin with Squared Hole,"Hinges, Arms and Turntables",1,3,1,true
66727,Wheel 18 x 12 with Pin Hole and Stud,Wheels and Tyres,18,12,1,false
65426,Wedge Plate 2 x 4 27° Right,Plates Angled,2,4,1,false
44674,Mudguard 2 x 4 with Molded Headlights,Transportation - Land,2,4,1,true
71709,Technic Panel 3 x 7 x 1,Technic Panels,3,7,1,false
3043,Slope 45° 2 x 2 Double,Bricks Sloped,2,2,1,true
3823,Windscreen 2 x 4 x 2,Windscreens and Fuselage,2,4,2,false
39794,Technic Beam Frame 7 x 11,Technic Beams Special,7,11,1,false
55976,Tyre 56 x 26 Balloon,Wheels and Tyres,56,26,1,false
13349,Wedge Sloped Inverted 4 x 4 Triple [4 Connections between Front Studs],Bricks Wedged,4,4,1,true
4176,"Windscreen 2 x 6 x 2, Wide Top",Windscreens and Fuselage,2,6,2,false
24599,"Brick Round Corner 5 x 5 x 1 Curved, Bottom Cut Outs, No Studs, 7 Bottom Tubes",Bricks Round and Cones,5,5,1,true
56904,Wheel 30 x 14,Wheels and Tyres,30,14,1,false
35470,Plate Special 3 x 5 Cloud with 3 Center Studs,Plates Special,3,5,1,true
64448,Support 1 x 6 x 5 Girder Rectangular,"Supports, Girders and Cranes",1,6,5,true
95343,Bucket 1 x 1 x 1,Containers,1,1,1,true
71682,Technic Panel Fairing 2 x 3 x 1,Technic Panels,2,3,1,false
30987,Cylinder Quarter 2 x 2 x 5 (Wall),Panels,2,2,5,true
6564,Wedge 3 x 2 Right,Bricks Wedged,3,2,1,true
65473,Brick Round 2 x 2 D. Tube with 45° Elbow and Axle Holes (Crossholes) at Each End [SHORT],Bricks Round and Cones,2,2,1,true
6154,"Door Frame 1 x 4 x 4, Holes (Lift)",Windows and Doors,1,4,4,true
65429,Wedge Plate 2 x 4 27° Left,Plates Angled,2,4,1,false
3821,Door 1 x 3 x 1 Right,Windows and Doors,1,3,1,true
32250,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,Technic Beams,3,5,1,false
60808,Panel 1 x 4 x 5 with Arched Window,Panels,1,4,5,true
44126,Brick Curved 6 x 2,Bricks Curved,6,2,1,true
4727,"Plant, Flower 2 x 2 Leaves - Angular",Plants & Trees,2,2,1,true
23405,Panel 1 x 6 x 5 [Vertical Corrugated],Panels,1,6,5,true
50337,"Hinge Plate 3 x 4 Locking Dual 2 Finger, 7 teeth","Hinges, Arms and Turntables",3,4,1,true
20309,Window 1 x 4 x 1 2/3 with Spoked Rounded Top,Windows and Doors,1,4,1,true
3822,Door 1 x 3 x 1 Left,Windows and Doors,1,3,1,true
3456,Plate 6 x 14,Plates,6,14,1,true
4151,Plate Special 8 x 8 with Grille [Undetermined Center],Plates Special,8,8,1,true
38340,Train Wheel RC Train 16.6 x 23,Wheels and Tyres,6,23,1,false
18838,Brick Arch 1 x 12 x 3 Raised Arch with 5 Cross Supports,Bricks Curved,1,12,3,true
62531,Technic Panel Curved 11 x 3 with 2 Pin Holes through Panel Surface,Technic Panels,11,3,1,false
32065,Technic Beam 1 x 7 Thin,Technic Beams,1,7,1,false
35700,Container Box 2 x 2 x 1 [Plain],Containers,2,2,1,true
6583,Plate Special 1 x 6 with Train Wagon End Fence,"Bars, Ladders and Fences",1,6,1,true
47759,Wedge Sloped 45° 2 x 4 Triple,Bricks Wedged,2,4,1,true
78444,Wedge Plate 6 x 2 Right,Plates Angled,6,2,1,false
93593,Wheel 11 x 6 with 8 Spokes,Wheels and Tyres,11,6,1,false
18910,Hinge Panel 3 x 4 x 3 Curved,"Hinges, Arms and Turntables",3,4,3,true
54671,"Hinge Brick 1 x 2 Locking with 2 Fingers Vertical End, 7 teeth","Hinges, Arms and Turntables",1,2,1,true
11010,Minifig Ring 1 x 1,Minifig Accessories,1,1,1,false
41669,Technic Tooth 1 x 3 with Axle Hole [Rounded Underside],Technic Special,1,3,1,false
93595,Wheel 11 x 6 with 8 'Y' Spokes [Plain],Wheels and Tyres,11,6,1,false
65138,Dish 4 x 4 with 4 Studs,Plates Round Curved and Dishes,4,4,1,true
18944,Technic Panel Curved 3 x 13,Technic Panels,3,13,1,false
30526,"Brick Special 1 x 2 with 2 Pins, Round Pin Holes",Bricks Special,1,2,1,true
78443,Wedge Plate 6 x 2 Left,Plates Angled,6,2,1,false
6565,Wedge 3 x 2 Left,Bricks Wedged,3,2,1,true
54672,"Hinge Brick 1 x 2 Locking with 2 Fingers Horizontal End, 7 Teeth","Hinges, Arms and Turntables",1,2,1,true
18945,Technic Panel 5 x 11 x 1 Tapered,Technic Panels,5,11,1,false
76797,"Brick Round Corner, Curved 3 x 3 x 1 Quarter Circle",Bricks Round and Cones,3,3,1,true
18974,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 1/3",Transportation - Land,4,2,1,true
39613,Plate Angled 3 x 3 with Heart Shape,Plates Round Curved and Dishes,3,3,1,true
87421,Panel 3 x 3 x 6 Corner Wall without Bottom Indentations,Panels,3,3,6,true
71710,Technic Beam 1 x 15 Thick with Alternating Holes,Technic Beams,1,15,1,false
15413,Tyre 49.53 x 20,Wheels and Tyres,53,20,1,false
14181,Wedge Plate 4 x 9 with Stud Notches,Plates Angled,4,9,1,false
86876,"Brick Special 1 x 2 with 1 Center Stud on 1 Side, Bottom Stud Holder",Bricks Special,1,2,1,true
51266,Glass For Frame 1 x 3 x 3,Windows and Doors,1,3,3,true
4083,Bar 1 x 4 x 2 with Studs,"Bars, Ladders and Fences",1,4,2,true
15540,Helicopter Landing Ski 1 x 6 with Pin Hole,Transportation - Sea and Air,1,6,1,true
54661,Hinge Brick 1 x 4 Locking with 1 Finger Vertical End and 2 Fingers Vertical End with 7 Teeth,"Hinges, Arms and Turntables",1,4,1,true
65092,Plate Special 8-Sided Crystal/Gem 1 x 1 x 2/3,Rock,1,1,2/3,true
4161,Slope 33° 3 x 3,Bricks Sloped,3,3,1,true
44809,Technic Pin Connector Perpendicular 2 x 2 Bent,Technic Connectors,2,2,1,false
24947,Brick Round 2 x 2 x 1 1/3 Inverted,Bricks Round and Cones,2,2,1,true
2340,"Wing, Tail 4 x 1 x 3",Transportation - Sea and Air,4,1,3,true
6249,Brick Special 2 x 4 with Pins,Bricks Special,2,4,1,true
64867,Wedge 4 x 4 Fractured Polygon Top,Bricks Wedged,4,4,1,true
30385,Rock 1 x 1 Crystal 5 Point,Rock,1,1,1,true
43712,Wedge Curved 6 x 4 Triple,Bricks Wedged,6,4,1,true
11954,Technic Panel Curved 11 x 3 with 10 Pin Holes through Panel Surface,Technic Panels,11,3,1,false
30134,Stairs 7 x 4 x 6 Straight Open,"Bars, Ladders and Fences",7,4,6,true
15469,"Plant, Leaves, Round 2 x 2 x 2/3 with + Axle Hole and 4 Leaf Extensions",Plants & Trees,2,2,2/3,true
54662,"Hinge Cylinder 1 x 3 Locking with 1 Finger and 2 Fingers On Ends, with Hole, 7 Teeth","Hinges, Arms and Turntables",1,3,1,true
2415,"Wheel Holder 2 x 2 Thin with Clips, Plane Single",Transportation - Land,2,2,1,true
3299,Slope 33° 2 x 4 Double,Bricks Sloped,2,4,1,true
35443,Plate Special 4 x 4 Splat Gear with 10 Teeth,Plates Special,4,4,1,true
80015,Plate Round Corner 5 x 5 with 4 x 4 Round Cutout,Plates Round Curved and Dishes,5,5,1,true
92107,Plate Special 6 x 8 Trap Door Frame Horizontal [Long Pin Holders],"Hinges, Arms and Turntables",6,8,1,true
41531,"Technic Cylinder 4 x 4 with Pin Holes and Centre Bar, Closed Sides on Bar",Transportation - Sea and Air,4,4,1,true
22391,Wedge Sloped 4 x 4 Pointed,Bricks Wedged,4,4,1,true
62360,Windscreen 3 x 6 x 1 Curved with 2 Circular Stud Holders in Bottom,Windscreens and Fuselage,3,6,1,false
11455,Technic Pin Connector Perpendicular 2 x 4 Bent - Beam with 90 Hole Ø 4.8,Technic Connectors,2,4,1,false
41767,Wedge 4 x 2 Right,Bricks Wedged,4,2,1,true
77808,Brick Special 1 x 2 Rounded with Center Bars,Bricks Special,1,2,1,true
66857,Tile Round 2 x 4,Tiles Round and Curved,2,4,1,true
50956,Wedge Curved 10 x 3 Right,Bricks Wedged,10,3,1,true
2486,Bar 1 x 8 x 2,"Bars, Ladders and Fences",1,8,2,true
74698,Tile Round 2 x 2 - Thick Lifting Ring,Tiles Special,2,2,1,true
78594,Panel 2 x 2 x 5 Corner,Panels,2,2,5,true
79757,"Brick Curved 2 x 2 x 2/3 Double, Corner, No Studs",Bricks Curved,2,2,2/3,true
6256,Equipment Dish / Plate / Bowl 3 x 3 [Plain],Minifig Accessories,3,3,1,false
30043,Plate Special 1 x 4 with Bar Down,Plates Special,1,4,1,true
50955,Wedge Curved 10 x 3 Left,Bricks Wedged,10,3,1,true
93571,"Technic Axle Connector 2 x 3 with Ball Socket, Open Lower Axle Holes",Technic Connectors,2,3,1,false
4515,Slope 10° 6 x 8,Bricks Sloped,6,8,1,true
65635,"Brick Special 2 x 6 x 1 1/3 with Axle Holes and 2 x 4 Recessed, Bar at Underside",Bricks Special,2,6,1,true
72206,Wheel Rim 24 x 12 with Black Tyre,Wheels and Tyres,24,12,1,false
71771,Slope Curved 5 x 8 x 2/3 with No Studs on Top,Bricks Curved,5,8,2/3,true
66955,"Slope Curved 4 x 3 with 3 Layers, 1 x 3 Cutout on Underside",Bricks Curved,4,3,1,true
50949,"Grille / Spoiler with 1 x 2 Plate, 2 x 2 Anti-studs (Racers Car)",Transportation - Land,1,2,1,true
3300,Slope 33° 2 x 2 Double,Bricks Sloped,2,2,1,true
60599,Door Frame 2 x 4 x 6,Windows and Doors,2,4,6,true
32739,Slope 4 x 6 x 2/3 Double,Bricks Sloped,4,6,2/3,true
42205,Door Frame 1 x 6 x 6,Windows and Doors,1,6,6,true
48933,"Wedge Sloped 4 x 4 Triple, Stud Notches",Bricks Wedged,4,4,1,true
